model_name,model_type,evaluation_date,train_accuracy,test_accuracy,precision,recall,f1_score,overfitting_score,cohen_kappa,matthews_corrcoef
SVM_Coffee_Shop_Classifier,SVMClassifier,2025-09-20T16:37:02.235251,0.944375,0.9525,0.9527446808510638,0.9525,0.9525672556587854,-0.008125000000000049,0.9017326092578226,0.9018411718888663
