model_name,model_type,evaluation_date,train_accuracy,test_accuracy,precision,recall,f1_score,overfitting_score,cohen_kappa,matthews_corrcoef
LogisticRegression_Coffee_Shop_Classifier,LogisticRegressionClassifier,2025-09-20T16:36:57.205324,0.92625,0.94,0.9411867007672634,0.94,0.9402100710534446,-0.013749999999999929,0.876479670612455,0.8772235436765937
